customer_age,asset_value,credit_score,contract_length,interest_rate,payment_frequency,time_to_default,defaulted
35.0,206434.43,705.0,36,0.0305,12,3.96,1
48.0,19570.29,830.0,48,0.0481,4,12.48,0
52.0,136205.69,841.0,24,0.02,4,5.82,0
29.0,321504.14,660.0,12,0.0372,2,12.41,1
66.0,59739.8,607.0,36,0.0396,4,12.57,0
44.0,26423.2,594.0,12,0.0724,1,3.04,1
45.0,67712.0,725.0,24,0.0333,12,0.11,0
56.0,34525.93,850.0,48,0.067,1,30.0,1
48.0,32314.45,754.0,24,0.104,4,16.41,1
59.0,92335.51,541.0,12,0.085,1,42.11,1
49.0,12043.38,627.0,48,0.02,12,3.17,0
36.0,14130.22,638.0,60,0.0599,4,9.83,0
50.0,61040.38,618.0,60,0.0814,1,4.72,1
28.0,58553.23,661.0,36,0.0334,4,53.29,0
47.0,84419.57,737.0,60,0.0483,4,21.24,0
45.0,390516.46,768.0,12,0.0437,1,11.21,0
42.0,66470.53,809.0,60,0.0691,4,48.09,0
43.0,108898.57,752.0,36,0.0405,1,18.14,0
18.0,22572.04,505.0,48,0.0882,12,20.98,0
37.0,129047.74,594.0,60,0.0746,4,23.35,1
46.0,35369.64,684.0,36,0.02,1,5.75,1
47.0,64306.81,715.0,60,0.02,12,0.99,0
30.0,53699.09,786.0,60,0.0542,2,59.35,0
64.0,168210.97,704.0,12,0.0457,4,14.32,0
32.0,16155.62,705.0,36,0.0485,12,14.66,0
60.0,6104.38,724.0,36,0.0386,4,2.9,1
51.0,48366.72,674.0,24,0.0287,4,9.48,0
35.0,95657.68,709.0,24,0.0505,2,30.12,0
72.0,69721.87,813.0,36,0.0594,12,5.36,1
27.0,205295.2,692.0,12,0.0708,4,9.87,1
59.0,92723.08,697.0,60,0.0741,12,1.49,1
60.0,34069.29,697.0,48,0.0508,2,21.69,0
35.0,5852.24,830.0,60,0.0571,12,48.79,0
66.0,47225.43,589.0,48,0.02,2,28.4,0
41.0,167369.46,850.0,12,0.0644,12,27.45,0
49.0,40455.27,582.0,24,0.0768,2,14.07,1
49.0,61594.03,635.0,36,0.0631,12,36.54,0
43.0,91250.18,774.0,12,0.049,1,52.09,0
57.0,21692.19,803.0,48,0.0308,1,31.47,0
57.0,111662.47,560.0,36,0.0309,4,9.7,0
19.0,307774.24,591.0,48,0.0461,2,59.24,0
65.0,50371.79,728.0,60,0.0592,4,6.3,1
20.0,19359.44,850.0,60,0.02,1,8.92,0
60.0,56016.35,825.0,60,0.0235,4,22.59,1
62.0,6474.43,675.0,36,0.0688,12,7.03,1
29.0,83859.94,458.0,24,0.0846,2,20.51,1
39.0,94115.16,708.0,24,0.0465,2,16.62,0
28.0,319859.24,736.0,48,0.0631,12,9.69,1
42.0,49316.07,662.0,24,0.0477,2,17.83,0
40.0,90082.87,615.0,24,0.0525,2,27.2,1
57.0,25303.85,716.0,48,0.0281,4,5.36,1
65.0,41922.29,606.0,48,0.0611,2,2.28,1
66.0,13027.46,850.0,48,0.0352,1,24.87,1
37.0,49276.88,850.0,36,0.0549,12,45.25,0
42.0,44120.99,766.0,48,0.0651,2,7.28,0
20.0,80756.99,709.0,36,0.0626,1,0.9,0
33.0,32093.32,634.0,36,0.0339,12,5.18,0
59.0,65078.23,698.0,36,0.0554,4,1.81,1
69.0,42899.69,850.0,48,0.0385,4,24.12,0
26.0,42980.45,787.0,24,0.0648,4,11.03,0
36.0,64884.39,720.0,24,0.0667,4,2.61,0
45.0,62350.25,792.0,48,0.0656,1,8.75,1
49.0,128177.85,755.0,24,0.08,1,6.92,1
33.0,53069.46,740.0,48,0.0607,2,58.71,0
51.0,42197.43,798.0,36,0.0811,2,6.21,0
38.0,49970.72,752.0,60,0.065,4,21.81,0
45.0,29299.8,786.0,12,0.0366,12,28.74,0
53.0,41776.49,716.0,48,0.0554,12,11.77,1
45.0,456415.43,675.0,36,0.0721,4,26.45,1
38.0,24036.32,645.0,60,0.0736,1,7.47,0
43.0,45312.75,633.0,36,0.0423,1,0.1,0
44.0,40640.13,539.0,12,0.0421,4,23.48,1
39.0,46762.1,609.0,24,0.0635,4,4.1,1
41.0,42991.63,606.0,24,0.0357,1,34.48,0
69.0,79161.08,649.0,36,0.0473,1,13.71,0
53.0,10827.29,850.0,12,0.0535,1,19.04,1
41.0,168918.47,684.0,36,0.0484,4,26.84,1
55.0,112711.06,724.0,24,0.0678,1,1.95,0
40.0,17276.95,727.0,36,0.0664,12,5.65,0
63.0,6191.44,850.0,60,0.0545,1,14.51,1
51.0,22537.32,642.0,12,0.0289,2,25.23,1
43.0,46973.25,678.0,24,0.0793,1,19.27,1
52.0,790398.0,689.0,36,0.0361,2,6.15,0
21.0,103079.62,814.0,12,0.0402,12,1.4,1
28.0,9822.3,834.0,36,0.0346,2,23.47,0
27.0,30041.78,747.0,24,0.0211,4,12.31,0
47.0,56771.38,823.0,12,0.0707,4,22.74,1
71.0,77163.63,718.0,24,0.0871,4,7.94,1
78.0,16078.71,683.0,60,0.0254,12,11.81,0
55.0,52313.5,818.0,60,0.02,4,27.86,1
53.0,29212.76,749.0,48,0.0533,1,15.87,1
18.0,19855.6,626.0,12,0.0573,12,12.47,0
37.0,77621.18,800.0,60,0.02,12,28.84,1
33.0,129816.5,679.0,48,0.0295,1,12.6,0
36.0,138834.98,667.0,12,0.0767,1,31.04,1
42.0,106338.89,789.0,24,0.0624,2,23.99,0
38.0,36411.16,691.0,36,0.0765,4,44.97,0
18.0,122338.83,739.0,36,0.0293,1,25.41,0
56.0,81556.76,766.0,24,0.0501,12,17.2,0
29.0,68455.69,622.0,60,0.0489,12,57.66,0
49.0,32477.63,738.0,36,0.0717,1,18.48,1
76.0,36429.13,835.0,24,0.0374,4,25.3,1
31.0,64465.59,604.0,48,0.0399,2,2.34,1
18.0,686852.24,745.0,48,0.0603,2,20.88,0
41.0,80922.12,617.0,24,0.0658,4,10.37,0
62.0,32494.02,802.0,12,0.041,4,26.8,0
74.0,26045.77,801.0,60,0.0547,12,21.01,1
27.0,36615.74,665.0,60,0.0689,1,27.76,1
52.0,528233.37,850.0,24,0.0564,2,39.96,1
38.0,40164.68,811.0,36,0.0412,4,44.25,0
43.0,148281.91,771.0,60,0.0561,12,12.17,0
85.0,41112.68,765.0,60,0.0631,2,3.36,0
22.0,77744.61,798.0,48,0.0517,12,7.3,0
49.0,132156.92,600.0,48,0.0608,12,7.58,1
52.0,33795.98,719.0,48,0.0692,2,8.43,1
61.0,31536.1,738.0,60,0.0584,12,0.18,1
46.0,314540.99,660.0,60,0.0673,1,6.97,1
50.0,160266.43,746.0,60,0.0468,12,5.82,1
39.0,132015.2,823.0,36,0.0405,1,41.8,1
49.0,131567.63,658.0,36,0.0785,4,4.38,1
40.0,94804.82,695.0,36,0.02,2,32.16,1
54.0,450347.96,618.0,12,0.0585,12,2.76,0
39.0,62561.68,521.0,60,0.044,1,21.56,0
51.0,106645.16,778.0,60,0.0637,12,35.66,0
45.0,14031.88,697.0,24,0.0264,12,31.45,0
62.0,26239.98,705.0,24,0.0573,1,43.66,0
44.0,18018.98,601.0,12,0.0619,12,33.47,1
18.0,214071.12,681.0,24,0.058,2,45.52,0
64.0,4663.21,810.0,36,0.0326,2,17.83,1
31.0,40042.23,700.0,12,0.038,2,26.7,1
35.0,2999.78,703.0,12,0.0641,2,55.14,0
36.0,26074.47,721.0,12,0.0479,1,15.99,1
66.0,36645.69,576.0,48,0.02,12,19.05,1
18.0,239155.94,762.0,24,0.0405,1,30.99,0
85.0,89021.03,574.0,60,0.0737,12,11.48,1
61.0,26026.19,606.0,48,0.0471,4,0.68,1
48.0,173852.71,595.0,36,0.0236,12,59.19,0
44.0,60951.41,682.0,48,0.0429,12,18.24,1
49.0,62166.21,665.0,36,0.0497,2,10.04,1
53.0,17985.63,700.0,60,0.035,12,31.23,1
55.0,22247.53,609.0,60,0.077,4,0.25,1
53.0,26236.39,801.0,24,0.044,1,9.59,0
46.0,62721.61,783.0,48,0.0455,2,15.93,1
42.0,64723.89,683.0,60,0.0469,4,51.54,0
43.0,280433.71,652.0,36,0.02,4,1.48,0
42.0,87996.75,642.0,60,0.0575,4,30.33,1
62.0,3993.54,669.0,24,0.0382,1,41.11,0
54.0,77858.0,560.0,36,0.02,1,43.54,0
18.0,14044.46,604.0,12,0.02,4,19.38,1
55.0,22788.91,786.0,24,0.049,1,20.17,1
48.0,26577.77,730.0,24,0.0746,12,17.71,0
45.0,30842.89,850.0,12,0.0644,12,40.88,1
39.0,15136.29,670.0,60,0.0611,1,12.99,0
62.0,73385.53,664.0,24,0.052,4,8.66,0
59.0,14606.15,659.0,12,0.0576,4,33.29,0
33.0,85533.86,668.0,12,0.052,2,23.78,1
51.0,560716.71,634.0,24,0.0353,4,0.44,1
30.0,15845.5,727.0,48,0.036,2,31.68,0
24.0,45048.26,703.0,24,0.0503,2,40.71,0
36.0,4800.82,649.0,48,0.0347,4,10.41,1
58.0,44314.39,825.0,60,0.02,1,1.91,1
59.0,113859.12,850.0,12,0.062,2,16.94,1
53.0,123086.08,817.0,36,0.0588,2,6.16,1
56.0,64690.12,756.0,24,0.02,2,43.4,0
53.0,145693.94,776.0,36,0.0254,1,18.63,1
35.0,763794.87,850.0,60,0.0567,1,16.82,0
51.0,331805.65,776.0,24,0.0271,2,15.77,0
57.0,35506.78,641.0,36,0.0506,1,39.2,0
56.0,14029.2,739.0,60,0.0668,2,27.62,1
63.0,39888.71,763.0,48,0.0408,2,16.42,0
56.0,23225.76,601.0,60,0.0632,12,14.99,0
50.0,94027.97,672.0,24,0.0399,1,19.77,1
61.0,18376.11,810.0,24,0.0434,12,0.55,0
45.0,55668.94,518.0,24,0.0583,12,18.88,1
32.0,138415.33,575.0,60,0.0634,4,22.76,0
43.0,54138.68,682.0,24,0.0249,2,33.21,1
34.0,23241.3,735.0,60,0.0236,2,42.51,0
35.0,193844.98,564.0,12,0.02,2,36.71,1
43.0,9145.52,687.0,12,0.0835,2,10.27,0
33.0,43139.96,815.0,12,0.0413,12,21.85,0
40.0,57431.03,707.0,36,0.036,12,16.83,0
18.0,60834.28,794.0,12,0.0558,12,42.91,0
48.0,71717.93,641.0,12,0.02,12,1.36,0
45.0,110242.73,619.0,60,0.0425,2,37.15,0
33.0,57791.24,785.0,60,0.0501,1,43.88,1
55.0,41437.51,737.0,24,0.0306,1,2.62,0
59.0,39831.39,581.0,24,0.0269,2,16.86,1
21.0,32483.39,620.0,24,0.0425,1,12.48,0
34.0,131602.77,850.0,60,0.0402,4,59.89,0
33.0,31365.74,608.0,60,0.0396,4,4.85,1
31.0,139632.76,793.0,12,0.0201,1,7.46,0
57.0,61022.57,652.0,48,0.02,1,11.69,0
42.0,35551.77,700.0,60,0.0752,12,1.38,0
41.0,111124.58,729.0,48,0.0238,2,21.57,1
18.0,28927.44,490.0,60,0.0459,2,17.53,1
55.0,113344.15,554.0,60,0.0467,4,12.99,1
26.0,74067.06,709.0,36,0.0404,1,8.41,1
46.0,32980.62,628.0,48,0.0467,1,12.2,0
49.0,101583.34,800.0,36,0.0429,4,3.34,0
65.0,103423.73,539.0,12,0.0417,4,37.96,0
25.0,190521.36,757.0,36,0.0711,12,14.73,0
18.0,157337.27,562.0,36,0.0309,12,5.32,0
48.0,97858.13,665.0,12,0.0373,1,21.27,0
72.0,19387.99,594.0,48,0.0683,4,8.91,0
64.0,692862.6,850.0,24,0.0382,1,30.37,0
48.0,14711.49,566.0,60,0.041,4,0.97,1
38.0,154703.12,688.0,48,0.0379,4,6.07,1
57.0,92160.22,527.0,12,0.071,4,20.13,1
30.0,18506.14,850.0,36,0.0678,2,28.28,1
52.0,52875.7,740.0,24,0.0263,2,35.8,0
53.0,55339.77,714.0,36,0.0783,2,28.08,1
61.0,220925.92,847.0,60,0.02,12,6.69,1
85.0,29339.47,715.0,12,0.02,12,22.02,0
51.0,46076.35,722.0,24,0.02,4,25.41,0
37.0,5790.25,713.0,48,0.0279,2,9.06,0
45.0,339341.68,756.0,48,0.0414,4,9.55,1
18.0,20527.73,651.0,12,0.0286,2,7.29,1
35.0,83026.15,679.0,12,0.0258,12,26.12,0
39.0,54100.15,781.0,36,0.0592,12,3.46,1
37.0,54284.77,728.0,24,0.0427,1,31.75,0
47.0,134572.99,689.0,60,0.0647,4,16.96,0
33.0,318463.28,560.0,12,0.0672,12,7.6,1
62.0,76994.84,850.0,24,0.0519,2,5.08,1
45.0,115275.25,634.0,12,0.0627,12,53.41,0
45.0,83190.76,799.0,12,0.0449,2,2.47,1
40.0,165633.27,718.0,48,0.0238,4,6.27,1
47.0,37687.49,571.0,24,0.0205,4,11.01,1
57.0,175499.34,825.0,48,0.02,4,6.38,1
32.0,181770.44,725.0,48,0.0639,12,49.2,1
35.0,176758.03,834.0,24,0.0516,12,16.51,1
40.0,30941.45,682.0,48,0.02,4,37.5,1
25.0,50597.75,770.0,36,0.0614,12,19.81,0
33.0,76074.39,524.0,60,0.0498,4,35.53,0
38.0,15201.63,650.0,60,0.0303,4,7.92,1
58.0,295055.93,573.0,36,0.0301,4,3.24,1
49.0,59143.59,663.0,12,0.0429,1,24.11,0
48.0,79533.05,747.0,48,0.0723,2,9.17,1
58.0,33624.01,640.0,60,0.0493,1,17.44,0
43.0,15884.87,786.0,24,0.0341,4,35.67,1
51.0,32727.47,614.0,12,0.0929,12,4.66,1
43.0,74548.42,789.0,60,0.0683,12,35.42,0
49.0,117410.17,831.0,48,0.068,1,2.65,1
36.0,70388.95,801.0,60,0.0693,4,6.72,1
18.0,84687.56,666.0,48,0.0736,2,49.2,0
43.0,42743.55,487.0,12,0.0584,2,7.49,0
66.0,98346.14,758.0,36,0.0504,12,38.56,0
59.0,263770.02,687.0,48,0.0521,2,4.33,1
59.0,121150.57,602.0,48,0.0224,1,6.47,1
64.0,134529.92,644.0,12,0.02,12,0.07,1
46.0,80339.48,843.0,12,0.0642,2,12.45,1
48.0,13317.64,586.0,24,0.0864,4,6.25,0
36.0,21064.27,747.0,12,0.0424,2,30.71,0
40.0,94360.31,722.0,60,0.0778,1,10.59,0
54.0,59222.74,664.0,48,0.0807,2,9.14,1
63.0,92952.41,764.0,36,0.0397,2,49.93,0
43.0,320111.11,850.0,12,0.0742,1,5.16,0
38.0,123752.14,670.0,48,0.0627,1,23.96,0
45.0,210846.62,676.0,36,0.0435,1,14.02,0
54.0,65820.16,762.0,24,0.0606,4,23.62,1
23.0,26709.76,792.0,60,0.0557,2,14.98,1
18.0,56507.79,687.0,24,0.02,4,11.84,0
37.0,26775.65,669.0,12,0.0998,4,40.58,0
27.0,284444.93,478.0,60,0.0285,1,5.59,0
37.0,131978.07,622.0,24,0.0539,12,24.51,1
43.0,100761.59,586.0,48,0.0867,4,40.56,0
38.0,206064.23,768.0,12,0.0446,2,40.25,0
67.0,7942.18,676.0,24,0.0352,1,1.27,1
50.0,107811.32,672.0,60,0.0526,4,25.04,0
50.0,16144.81,699.0,60,0.0431,2,25.48,1
54.0,59441.29,613.0,36,0.0745,2,10.24,1
28.0,43839.58,850.0,60,0.0333,2,19.38,0
61.0,116045.38,830.0,60,0.0386,4,19.32,0
44.0,75221.12,850.0,12,0.0482,1,9.02,1
55.0,229835.05,768.0,60,0.0242,1,43.23,0
29.0,32797.34,697.0,36,0.039,12,9.46,0
22.0,121675.68,850.0,60,0.0391,2,35.57,1
57.0,70419.34,632.0,36,0.0246,1,2.78,1
51.0,11669.22,613.0,48,0.0376,12,13.97,1
31.0,23894.02,640.0,36,0.0648,12,22.87,1
32.0,51540.44,752.0,12,0.02,1,40.26,0
62.0,182096.57,624.0,24,0.0703,1,0.01,0
27.0,95198.84,684.0,24,0.0395,1,5.6,1
70.0,18629.45,540.0,48,0.0565,4,4.2,1
31.0,52035.62,748.0,12,0.07,1,20.75,1
55.0,450361.76,548.0,48,0.0312,1,7.02,1
40.0,66918.0,607.0,48,0.059,4,2.27,1
54.0,43160.22,822.0,60,0.0238,1,12.4,1
37.0,97903.7,818.0,60,0.022,1,10.28,1
43.0,128462.6,737.0,12,0.0451,1,11.35,1
46.0,37942.67,728.0,24,0.0468,2,58.46,0
30.0,98970.27,647.0,36,0.0693,4,23.69,1
56.0,43092.77,623.0,60,0.0205,1,42.11,0
37.0,122924.74,664.0,12,0.0618,4,7.3,1
42.0,70947.34,549.0,12,0.0417,12,20.78,0
30.0,96951.66,725.0,24,0.0472,12,17.67,1
18.0,28024.0,705.0,12,0.02,4,26.77,0
42.0,26336.57,607.0,12,0.0454,1,28.0,0
81.0,154121.62,850.0,24,0.0647,4,13.3,0
57.0,55304.17,761.0,60,0.0436,2,47.48,0
45.0,79621.13,769.0,24,0.0423,12,47.46,0
41.0,44073.09,651.0,48,0.0866,4,18.06,0
45.0,147079.24,700.0,60,0.0486,1,17.35,0
53.0,32603.99,763.0,48,0.02,1,16.68,0
27.0,52281.55,715.0,12,0.02,12,9.76,0
62.0,131398.87,850.0,48,0.079,2,9.68,1
56.0,193487.41,680.0,24,0.0395,12,15.93,0
56.0,35462.84,650.0,24,0.0657,1,15.76,1
52.0,424931.81,763.0,36,0.042,2,3.06,1
45.0,81898.97,574.0,12,0.0575,4,21.71,1
55.0,21100.92,792.0,24,0.0405,12,8.84,0
54.0,86599.74,570.0,60,0.0467,4,0.76,1
40.0,40822.99,764.0,24,0.0587,4,49.89,0
36.0,92417.21,635.0,60,0.0245,1,13.25,1
47.0,57362.37,748.0,12,0.0554,1,10.34,0
68.0,64490.53,791.0,36,0.0534,2,31.99,1
26.0,24062.42,715.0,36,0.02,4,4.49,0
23.0,161145.22,580.0,48,0.1033,2,18.73,1
47.0,18842.55,610.0,24,0.0425,2,27.26,1
46.0,19756.45,627.0,12,0.0286,12,14.9,0
48.0,86453.36,510.0,48,0.0794,12,6.14,1
49.0,297403.25,813.0,12,0.0247,1,3.23,0
42.0,42083.33,711.0,12,0.0375,4,28.68,0
67.0,120689.01,586.0,48,0.0528,2,6.65,1
21.0,175139.87,846.0,12,0.038,4,10.42,1
33.0,135223.53,630.0,48,0.0605,1,0.72,1
43.0,43861.48,725.0,24,0.0608,4,0.35,0
20.0,20109.61,617.0,48,0.0343,2,15.36,0
42.0,6584.36,498.0,24,0.0793,2,14.43,1
70.0,46035.1,564.0,36,0.0438,4,22.65,0
45.0,194480.54,655.0,48,0.054,4,8.63,1
48.0,19454.51,790.0,36,0.0422,4,1.42,0
26.0,120597.02,735.0,48,0.0411,2,31.87,0
36.0,23152.26,714.0,12,0.0486,2,15.08,0
39.0,66574.21,499.0,36,0.0869,12,3.94,1
40.0,121514.83,827.0,60,0.0584,2,36.05,1
64.0,30961.65,722.0,60,0.0289,4,14.9,1
53.0,71003.52,688.0,60,0.0516,2,23.88,0
28.0,39533.7,813.0,36,0.0388,4,3.24,0
49.0,121194.1,825.0,24,0.0694,2,14.36,1
52.0,75759.35,815.0,48,0.0478,2,23.94,0
62.0,63354.91,675.0,12,0.0216,4,28.77,0
69.0,284460.58,600.0,12,0.0581,1,5.14,0
30.0,116111.49,799.0,36,0.0334,12,41.55,0
33.0,30020.87,563.0,60,0.0581,2,38.71,1
26.0,54947.64,850.0,12,0.0691,1,24.52,0
41.0,55497.94,703.0,12,0.0443,2,21.0,1
52.0,64881.61,594.0,24,0.0468,2,2.92,0
60.0,747514.72,577.0,12,0.0534,2,18.45,0
44.0,86755.74,572.0,12,0.0368,4,12.41,0
40.0,7817.32,714.0,48,0.0518,2,41.87,0
47.0,34794.03,699.0,12,0.0542,1,12.28,0
32.0,8670.03,576.0,48,0.0323,2,35.07,1
76.0,43053.63,664.0,60,0.074,2,10.03,1
21.0,8206.57,563.0,24,0.02,2,46.99,0
48.0,25044.5,759.0,12,0.0661,4,1.68,0
75.0,13085.74,695.0,24,0.0776,4,1.16,1
45.0,87918.03,662.0,24,0.0658,1,42.88,0
42.0,59906.44,571.0,24,0.0288,4,29.66,1
40.0,81061.41,670.0,36,0.0673,2,33.25,1
42.0,53930.35,659.0,48,0.0921,4,7.3,1
66.0,14849.21,732.0,24,0.0464,12,0.39,1
18.0,100059.61,717.0,60,0.05,4,21.61,0
68.0,409308.55,779.0,12,0.0654,2,27.47,0
24.0,90148.41,652.0,24,0.0325,2,42.75,0
41.0,39107.73,514.0,24,0.02,12,25.7,1
39.0,14356.14,799.0,12,0.0584,4,20.62,1
54.0,24147.43,606.0,60,0.0507,2,2.95,0
21.0,94187.21,589.0,24,0.0293,4,4.69,1
52.0,175100.96,696.0,24,0.0577,4,23.07,1
75.0,77719.87,730.0,60,0.043,2,27.82,0
25.0,133237.33,647.0,24,0.0575,1,20.28,0
48.0,121501.06,646.0,60,0.0538,4,43.02,0
35.0,99362.93,661.0,24,0.0527,12,5.57,1
51.0,30993.3,842.0,12,0.0497,1,54.5,0
45.0,71248.11,700.0,60,0.02,1,31.9,0
35.0,25632.65,603.0,12,0.02,4,5.05,1
52.0,60926.83,604.0,12,0.0859,12,12.39,1
72.0,83354.97,675.0,24,0.0777,4,8.05,0
42.0,320867.58,724.0,60,0.0445,2,0.58,0
56.0,16159.57,748.0,36,0.0586,2,40.61,0
26.0,96907.06,712.0,12,0.02,1,3.92,0
31.0,263349.31,616.0,12,0.0203,12,7.88,1
52.0,127880.02,658.0,12,0.02,12,3.99,1
67.0,137715.53,773.0,24,0.0284,1,28.69,0
50.0,107763.57,585.0,24,0.037,4,25.26,1
40.0,219330.39,653.0,12,0.0641,4,3.69,0
45.0,20181.5,760.0,24,0.0453,2,50.6,0
26.0,14974.04,788.0,24,0.0553,4,55.89,0
54.0,59496.09,681.0,24,0.0426,4,3.14,1
58.0,6896.97,659.0,48,0.0473,12,11.97,1
38.0,204975.51,568.0,60,0.0427,1,5.71,0
38.0,202950.06,753.0,24,0.0552,4,3.58,1
49.0,38818.39,832.0,48,0.02,1,9.44,0
38.0,41325.27,850.0,48,0.0499,12,32.76,0
44.0,55695.38,739.0,24,0.0469,1,24.05,1
76.0,63071.27,695.0,48,0.0833,2,57.47,0
41.0,67993.94,608.0,36,0.0545,2,24.96,0
40.0,104634.87,512.0,48,0.0818,1,16.0,1
35.0,50381.21,718.0,60,0.0343,4,35.21,0
56.0,153766.93,850.0,48,0.0349,4,31.67,0
42.0,93521.61,827.0,24,0.0836,4,15.19,1
35.0,32631.6,812.0,12,0.0453,12,13.51,1
65.0,227547.13,725.0,36,0.0338,1,5.91,0
66.0,15394.15,736.0,48,0.0504,2,27.78,1
36.0,54602.46,458.0,36,0.0538,4,15.02,0
18.0,157458.53,776.0,60,0.0747,1,34.21,0
60.0,29054.45,642.0,48,0.0339,12,2.13,0
35.0,81597.64,630.0,48,0.0648,2,17.74,0
57.0,103088.14,668.0,36,0.085,12,37.77,1
18.0,25323.2,664.0,48,0.0724,4,5.93,1
58.0,55688.13,628.0,48,0.0862,1,17.1,1
27.0,51200.07,701.0,12,0.0502,1,9.32,0
56.0,34484.39,644.0,36,0.0621,12,22.11,1
45.0,598196.67,710.0,24,0.0345,2,26.74,0
31.0,27914.28,551.0,24,0.0992,2,32.33,0
39.0,163559.2,679.0,60,0.0679,12,6.8,1
55.0,40424.81,590.0,12,0.0546,4,12.7,1
47.0,20198.5,636.0,36,0.0489,2,39.28,0
54.0,66357.64,714.0,36,0.02,1,8.88,1
75.0,114587.43,540.0,12,0.02,12,16.79,1
22.0,150318.19,618.0,12,0.0281,4,8.85,1
69.0,285576.47,757.0,60,0.0392,1,10.7,1
47.0,1138527.47,559.0,24,0.063,1,10.5,1
32.0,76919.46,850.0,36,0.0662,1,12.73,0
25.0,30850.49,820.0,12,0.05,1,3.0,0
42.0,94171.64,651.0,36,0.0565,4,18.96,1
59.0,45880.11,621.0,24,0.0464,1,14.11,0
43.0,151140.65,720.0,36,0.0719,12,34.63,0
68.0,16363.94,555.0,36,0.0354,12,17.87,0
23.0,639431.35,500.0,12,0.0437,12,39.49,0
45.0,140934.16,654.0,12,0.0538,2,13.96,1
26.0,11114.39,687.0,12,0.0346,12,4.46,0
50.0,29465.37,709.0,24,0.0202,12,3.0,0
58.0,135412.51,639.0,48,0.0571,1,43.76,1
39.0,194141.79,827.0,24,0.0951,1,19.15,1
18.0,16776.97,550.0,12,0.0523,4,15.7,0
48.0,122152.54,586.0,60,0.0649,4,29.48,0
52.0,8541.23,749.0,36,0.0432,12,2.67,1
51.0,54757.2,584.0,36,0.058,12,3.34,1
64.0,182051.85,580.0,36,0.0217,4,0.9,1
29.0,34492.05,712.0,36,0.0284,2,2.25,0
55.0,13267.57,595.0,60,0.0622,12,3.9,1
63.0,69301.01,687.0,12,0.0453,12,22.54,1
18.0,32704.93,630.0,48,0.02,1,24.41,1
50.0,112370.68,614.0,36,0.0416,1,1.75,1
37.0,24702.84,490.0,48,0.0685,12,17.75,1
44.0,27649.51,714.0,24,0.0375,2,24.44,0
50.0,7934.68,575.0,24,0.02,2,18.72,1
38.0,70965.19,683.0,36,0.0851,4,10.73,1
35.0,50975.23,649.0,12,0.0523,2,20.44,0
46.0,18244.43,679.0,60,0.0826,2,24.54,1
29.0,72678.34,685.0,36,0.057,4,27.66,1
29.0,167220.79,719.0,24,0.037,2,6.25,1
55.0,48263.56,627.0,24,0.0571,4,20.17,1
28.0,78289.36,824.0,48,0.0563,1,42.19,0
55.0,78693.14,515.0,60,0.0867,4,42.5,1
52.0,17955.83,677.0,36,0.0757,12,19.0,1
19.0,468169.56,784.0,12,0.0637,2,21.48,0
35.0,37389.69,748.0,48,0.0577,2,25.93,0
63.0,115394.99,603.0,60,0.0516,4,7.48,1
30.0,129212.71,619.0,48,0.0384,12,16.26,0
38.0,52073.16,599.0,12,0.0715,2,11.87,1
52.0,109841.65,760.0,24,0.0415,1,38.38,1
57.0,76559.17,626.0,36,0.0451,4,6.65,0
41.0,14506.62,726.0,36,0.0514,12,1.69,1
36.0,42947.22,726.0,12,0.0375,4,56.9,0
66.0,32449.79,850.0,36,0.0411,2,35.65,1
71.0,37731.67,731.0,36,0.05,2,4.33,0
60.0,16252.42,619.0,48,0.0484,2,4.15,1
46.0,184689.94,554.0,12,0.0791,4,4.69,1
33.0,297150.09,672.0,48,0.02,12,16.21,1
33.0,159213.76,688.0,36,0.0612,4,27.35,1
53.0,213315.85,479.0,60,0.0404,2,21.55,0
51.0,42419.57,629.0,60,0.043,4,11.06,0
66.0,31689.58,730.0,48,0.02,1,2.56,1
55.0,27485.47,647.0,24,0.0351,12,20.58,1
22.0,114012.68,797.0,24,0.0604,2,2.07,0
61.0,75136.6,544.0,12,0.0362,4,12.27,1
30.0,55424.57,768.0,60,0.0405,1,17.35,0
39.0,218632.72,791.0,60,0.0439,2,22.44,0
49.0,89764.19,796.0,48,0.0541,4,14.23,0
75.0,25883.02,543.0,36,0.0833,2,9.26,1
85.0,30305.7,731.0,12,0.0485,12,42.57,1
54.0,118420.05,633.0,48,0.1078,2,35.61,1
42.0,169690.73,559.0,24,0.1017,2,0.96,0
53.0,103951.55,659.0,36,0.0828,12,51.13,1
58.0,399068.65,610.0,12,0.0704,4,22.46,1
40.0,307124.1,792.0,36,0.0569,1,29.34,0
72.0,93063.36,751.0,24,0.0804,1,46.38,0
48.0,25885.01,585.0,48,0.0922,12,17.7,1
52.0,16155.45,628.0,48,0.0522,2,7.28,0
55.0,40644.48,662.0,60,0.0553,4,6.32,0
51.0,127161.53,693.0,48,0.0654,4,15.13,0
58.0,371999.24,801.0,60,0.048,12,4.23,0
36.0,90893.8,769.0,48,0.0795,4,49.98,0
37.0,192667.81,705.0,12,0.0254,1,2.37,0
28.0,46849.35,674.0,24,0.0569,4,3.49,1
52.0,111610.36,523.0,36,0.0262,2,6.67,0
57.0,136401.34,829.0,24,0.0492,4,7.7,1
52.0,8270.13,655.0,24,0.0353,12,9.87,1
70.0,39599.08,850.0,60,0.0489,12,39.64,0
